PLT_PARAMETERID,PLT_INFOTYPE
TY_0002_10_464,7
TY_0002_10_465,7
TY_0002_10_466,7
TY_0002_10_467,7
TY_0002_10_468,7
TY_0002_10_469,7
TY_0002_10_470,7
TY_0002_10_471,7
TY_0002_10_472,7
TY_0002_10_473,7
TY_0002_10_474,3
TY_0002_10_475,3
TY_0002_10_476,1
TY_0002_10_477,7
STMP_1010_watertem_01,1
STMP_1010_oilpressure_01,1
TY_0001_02_06,7
TY_0001_02_04,7
TY_0001_02_05,7
TY_0001_02_09,7
STMP_0001_BrakeNum_01,1
STMP_0001_RapidSpeedNum_01,1
STMP_0003_0FF004A_01,1
STMP_0003_0FF014A_01,1
STMP_0003_0FF024A_01,1
STMP_0003_0FF034A_01,1
STMP_0003_0FF204A_01,1
TY_0002_10_79,1
TC_0002_02_17,7
TY_0001_02_07,7
TY_0001_02_08,7
TY_0004_10_9,7
TY_0001_02_01,7
TY_0001_02_02,7
TY_0001_02_03,7
TY_0002_10_448,7
TY_0002_10_449,7
TY_0001_30_01,2
TY_0001_02_10,2
STMP_1006_Timing_01,1
STMP_0003_ECcount_01,1
J_0001_00_5470,3
J_0001_00_5471,3
J_0001_00_5472,3
J_0001_00_5473,3
J_0001_00_5474,3
TY_0002_00_962,1
TY_0002_00_963,1
TY_0002_00_964,1
TY_0002_00_965,1
TY_0002_00_966,1
TY_0002_00_967,1
TY_0002_00_968,3
J_0001_00_5475,3
J_0001_00_5476,3
TY_0002_00_969,1
TY_0002_00_970,1
TY_0002_00_971,1
TY_0002_00_972,1
TY_0002_00_973,1
TY_0002_00_974,1
TY_0002_00_975,1
TY_0002_00_976,1
TY_0002_00_977,1
STMP_1010_airfilter_01,1
